Conversation ID,Conversation Name,Sentence Rule,Keyword Rule,Message
FAQ02-000065,FAQ02-000065 - สุรินทร์ เมือง,สาขา&&สุรินทร์&&เมือง | สาขา&&สุรินทร์,สุรินทร์,"สำหรับสาขาในพื้นที่ สุรินทร์ เมือง เรามีสาขาที่พร้อมให้บริการค่ะ:\\n\\n📍 **เจมาร์ท สาขาโรบินสัน สุรินทร์ ชั้น 2**\\n📞 Tel: 044-061 000\\n🗺️ Google Maps: https://goo.gl/maps/HCUz2jWAw6Pq6VNP9\\n\\nสาขานี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\\n\\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ02-000066,FAQ02-000066 - หนองคาย เมือง,สาขา&&หนองคาย&&เมือง | สาขา&&หนองคาย,หนองคาย,"สำหรับสาขาในพื้นที่ หนองคาย เมือง เรามีสาขาที่พร้อมให้บริการค่ะ:\\n\\n📍 **เอไอเอส สาขาบิ๊กซี หนองคาย ชั้น1**\\n📞 Tel: 042-413-957-8\\n🗺️ Google Maps: https://www.google.co.th/maps/place/Mega+Market/@17.8729634,102.7434942,17z\\n\\nสาขานี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\\n\\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ02-000067,FAQ02-000067 - อ่างทอง เมือง,สาขา&&อ่างทอง&&เมือง | สาขา&&อ่างทอง,อ่างทอง,"สำหรับสาขาในพื้นที่ อ่างทอง เมือง เรามีสาขาที่พร้อมให้บริการค่ะ:\\n\\n📍 **เจมาร์ทบิ๊กซีอ่างทอง ชั้น1**\\n📞 Tel: 035-610-375-6\\n🗺️ Google Maps: http://goo.gl/maps/ZCW75\\n\\nสาขานี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\\n\\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ02-000068,FAQ02-000068 - อุบลราชธานี วารินชำราบ,สาขา&&อุบลราชธานี&&วารินชำราบ | สาขา&&อุบลราชธานี,วารินชำราบ,"สำหรับสาขาในพื้นที่ อุบลราชธานี - วารินชำราบ เรามีสาขาที่พร้อมให้บริการค่ะ:\\n\\n📍 **เจมาร์ท สาขาโลตัสวารินชำราบ**\\n📞 Tel: 04-595-1197\\n🗺️ Google Maps: https://goo.gl/maps/9FkvGnaNkUWZPNaB6\\n\\nสาขานี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\\n\\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000069,FAQ03-000069 - กระบี่ เมือง,,กระบี่,"สำหรับสาขาในพื้นที่ เมือง จังหวัด กระบี่เรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาโลตัสกระบี่ ชั้น.2**\\n📞 Tel: 075-812005\\n🗺️ Google Maps: https://goo.gl/maps/dQkbsiXzC2sPrN4w7\\nและ\\n📍 **เจมาร์ท สแตนอโลน สาขากระบี่**\\n📞 Tel: 080-3426393\\n🗺️ Google Maps: https://goo.gl/maps/TicvYM44L771zjsq7\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000070,FAQ03-000070 - กรุงเทพมหานคร เขตดินแดง,,ดินแดง,"สำหรับสาขาในพื้นที่ เขตดินแดง จังหวัด กรุงเทพมหานครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาฟอร์จูน รัชดา 1 ชั้น2**\\n📞 Tel: 02-641-0763\\n🗺️ Google Maps: http://goo.gl/maps/L6QO3\\nและ\\n📍 **เจมาร์ท สาขาฟอร์จูน รัชดา 2 ชั้น2**\\n📞 Tel: 02-641-0764\\n🗺️ Google Maps: http://goo.gl/maps/L6QO3\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000071,FAQ03-000071 - กรุงเทพมหานคร เขตบางกะปิ,,บางกะปิ,"สำหรับสาขาในพื้นที่ เขตบางกะปิ จังหวัด กรุงเทพมหานครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **ซัมซุง สาขาเดอะมอลล์ บางกะปิ ชั้น3**\\n📞 Tel: 02-363-3031-2\\n🗺️ Google Maps: http://goo.gl/maps/nmKsI\\nและ\\n📍 **เจมาร์ท ไอโอที สาขาเดอะมอลล์ บางกะปิ ชั้น3**\\n📞 Tel: 02-734 2978\\n🗺️ Google Maps: http://goo.gl/maps/nmKsI\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000072,FAQ03-000072 - กรุงเทพมหานคร เขตภาษีเจริญ,,ภาษีเจริญ,"สำหรับสาขาในพื้นที่ เขตภาษีเจริญ จังหวัด กรุงเทพมหานครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาซีคอน บางแค ชั้น2**\\n📞 Tel: 02-458-2791\\n🗺️ Google Maps: http://goo.gl/maps/KPjSq\\nและ\\n📍 **ดิจิตอลคาเฟ่ซีคอนบางแค**\\n📞 Tel: 02-4582791\\n🗺️ Google Maps: https://goo.gl/maps/Q9r5tRzsizfyno5o8\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000073,FAQ03-000073 - กรุงเทพมหานคร เมือง,,กรุงเทพมหานคร,"สำหรับสาขาในพื้นที่ เมือง จังหวัด กรุงเทพมหานครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาซีคอน ศรีนครินทร์ 5 ชั้นG**\\n📞 Tel: 02-016-3040\\n🗺️ Google Maps: https://www.google.co.th/maps/search/@13.693314,100.6342445\\nและ\\n📍 **เจมาร์ท สาขาเซ็นทรัล หัวหมาก ชั้นG**\\n📞 Tel: 02-7230785\\n🗺️ Google Maps: http://goo.gl/maps/Q3Ou6\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000074,FAQ03-000074 - กาฬสินธุ์ เมือง,,กาฬสินธุ์,"สำหรับสาขาในพื้นที่ เมือง จังหวัด กาฬสินธุ์เรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาบิ๊กซี กาฬสินธุ์**\\n📞 Tel: 04-301-2023\\n🗺️ Google Maps: https://maps.google.com?q=16.4470402965177,103.523071557283\\nและ\\n📍 **JAY Lotus-Kuchinarai FL.G (สาขาที่ 00000)**\\n📞 Tel: 0647035744\\n🗺️ Google Maps: https://maps.google.com?q=16.5424496476698,104.043781017067\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000075,FAQ03-000075 - ขอนแก่น บ้านไผ่,,บ้านไผ่,"สำหรับสาขาในพื้นที่ บ้านไผ่ จังหวัด ขอนแก่นเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาบิ๊กซี บ้านไผ่ ชั้น1**\\n📞 Tel: 043-274-411\\n🗺️ Google Maps: https://www.google.co.th/maps/search/บิ๊กซี+บ้านไผ่/@16.0491721,102.7119186,17\\nและ\\n📍 **เอไอเอส สาขาบิ๊กซี บ้านไผ่ ชั้น1**\\n📞 Tel: 043-274-412\\n🗺️ Google Maps: https://www.google.co.th/maps/search/บิ๊กซี+บ้านไผ่/@16.0491721,102.7119186,17z\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000076,FAQ03-000076 - จันทบุรี เมือง,,จันทบุรี,"สำหรับสาขาในพื้นที่ เมือง จังหวัด จันทบุรีเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาเซ็นทรัลจันทบุรี**\\n📞 Tel: 0612730129\\n🗺️ Google Maps: https://goo.gl/maps/FP7YwBAWnivZ6Aqw9\\nและ\\n📍 **เจมาร์ท สาขาโรบินสันจันทบุรี**\\n📞 Tel: 0984446550\\n🗺️ Google Maps: https://maps.app.goo.gl/WCi6N4DTs3H9oQMTA?g_st=al\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000077,FAQ03-000077 - ชัยนาท เมือง,,ชัยนาท,"สำหรับสาขาในพื้นที่ เมือง จังหวัด ชัยนาทเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **JAY Lotus-Chainat FL.1 (สาขาที่ 00000)**\\n📞 Tel: 0980236552\\n🗺️ Google Maps: https://maps.google.com?q=15.182882,100.133536\\nและ\\n📍 **JAY Makro-Chainat FL.1 (สาขาที่ 00000)**\\n📞 Tel: 056-014033\\n🗺️ Google Maps: https://maps.google.com?q=15.17974125,100.1386891\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000078,FAQ03-000078 - ชัยภูมิ เมือง,,ชัยภูมิ,"สำหรับสาขาในพื้นที่ เมือง จังหวัด ชัยภูมิเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **สแตนอโลนชัยภูมิ**\\n📞 Tel: 04-410-422\\n🗺️ Google Maps: https://goo.gl/maps/wumbmQunQBfymdfi7\\nและ\\n📍 **เจมาร์ท สาขาโรบินสัน ชัยภูมิ ชั้น2**\\n📞 Tel: 044-120-267\\n🗺️ Google Maps: https://goo.gl/maps/xPTHddoPQ8cHpnJv7\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000079,FAQ03-000079 - บุรีรัมย์ เมือง,,บุรีรัมย์,"สำหรับสาขาในพื้นที่ เมือง จังหวัด บุรีรัมย์เรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาทวีกิจ ซุปเปอร์เซนเตอร์ ชั้น 1**\\n📞 Tel: 044-115-054\\n🗺️ Google Maps: https://maps.google.com?q=14.990598691371,103.086918890476\\nและ\\n📍 **สแตนด์อโลนบุรีรัมย์**\\n📞 Tel: 044-115252\\n🗺️ Google Maps: https://goo.gl/maps/NFLiEGNHMvU1rQAW6\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000080,FAQ03-000080 - ปทุมธานี ธัญบุรี,,ธัญบุรี,"สำหรับสาขาในพื้นที่ ธัญบุรี จังหวัด ปทุมธานีเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **ซัมซุง สาขาฟิวเจอร์พาร์ค รังสิต ชั้น2**\\n📞 Tel: 02-958-5067\\n🗺️ Google Maps: http://goo.gl/maps/i8zxj\\nและ\\n📍 **เจมาร์ท สาขาฟิวเจอร์พาร์ค รังสิต ชั้นG**\\n📞 Tel: 02-958-5077\\n🗺️ Google Maps: http://goo.gl/maps/i8zxj\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000081,FAQ03-000081 - ภูเก็ต เมือง,,ภูเก็ต,"สำหรับสาขาในพื้นที่ เมือง จังหวัด ภูเก็ตเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาโลตัสภูเก็ต**\\n📞 Tel: 076-609713\\n🗺️ Google Maps: https://goo.gl/maps/kc3jz93GbJBgcQfz5\\nและ\\n📍 **เจมาร์ท สาขาบิ๊กซี ภูเก็ต ชั้น1B**\\n📞 Tel: 076-609721\\n🗺️ Google Maps: https://goo.gl/maps/TZUUGcqQ85V1uoj57\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000082,FAQ03-000082 - ยะลา เมือง,,ยะลา,"สำหรับสาขาในพื้นที่ เมือง จังหวัด ยะลาเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **JAY BC-Yala FL.G (สาขาที่ 00000)**\\n📞 Tel: 0930034017\\n🗺️ Google Maps: https://maps.app.goo.gl/xtaq6XBKZUxAQZx67\\nและ\\n📍 **เจมาร์ท สาขายะลา**\\n📞 Tel: 073-721006\\n🗺️ Google Maps: https://goo.gl/maps/jT3V7QZQBqKJemk4A\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000083,FAQ03-000083 - ร้อยเอ็ด เมือง,,ร้อยเอ็ด,"สำหรับสาขาในพื้นที่ เมือง จังหวัด ร้อยเอ็ดเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **โรบินสันร้อยเอ็ด**\\n📞 Tel: 04-303-2102\\n🗺️ Google Maps: https://goo.gl/maps/fyhGmdVzNswbMbt4A\\nและ\\n📍 **เจมาร์ท สาขาบิ๊กซี ร้อยเอ็ด ชั้น1**\\n📞 Tel: 043-624-786\\n🗺️ Google Maps: http://goo.gl/maps/xc2Z6\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000084,FAQ03-000084 - ลพบุรี เมือง,,ลพบุรี,"สำหรับสาขาในพื้นที่ เมือง จังหวัด ลพบุรีเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาโรบินสัน ลพบุรี ชั้น2**\\n📞 Tel: 036-687-793\\n🗺️ Google Maps: https://www.google.co.th/maps/place/@14.7749289,100.6914196,17\\nและ\\n📍 **เจมาร์ท สาขาบิ๊กซี ลพบุรี 1 ชั้น2**\\n📞 Tel: 036-784-380\\n🗺️ Google Maps: http://goo.gl/maps/LmnxC\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000085,FAQ03-000085 - ลำปาง เมือง,,ลำปาง,"สำหรับสาขาในพื้นที่ เมือง จังหวัด ลำปางเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาบิ๊กซี ลำปาง ชั้น1**\\n📞 Tel: 054-352-626\\n🗺️ Google Maps: http://goo.gl/maps/iesnv\\nและ\\n📍 **เจมาร์ท สาขาเซ็นทรัล ลำปาง ชั้น2**\\n📞 Tel: 054-811-917\\n🗺️ Google Maps: http://goo.gl/maps/ye7PP\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000086,FAQ03-000086 - สกลนคร เมือง,,สกลนคร,"สำหรับสาขาในพื้นที่ เมือง จังหวัด สกลนครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **สแตนอโลนสกลนคร**\\n📞 Tel: 04-209-1219\\n🗺️ Google Maps: https://goo.gl/maps/xCq7icztuTBSqih49\\nและ\\n📍 **JAY BC-Khamtakla FL.G (สาขาที่ 00000)**\\n📞 Tel: 0614546497\\n🗺️ Google Maps: https://maps.google.com?q=17.856161607882,103.765465139618\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000087,FAQ03-000087 - สมุทรสาคร เมือง,,สมุทรสาคร,"สำหรับสาขาในพื้นที่ เมือง จังหวัด สมุทรสาครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาบิ๊กซี มหาชัย 2 ชั้น1**\\n📞 Tel: 034-442-915\\n🗺️ Google Maps: https://www.google.co.th/maps/place/@13.6493957,100.2007351,11\\nและ\\n📍 **เจมาร์ท สาขาเซ็นทรัล มหาชัย ชั้น2**\\n📞 Tel: 034-491-744\\n🗺️ Google Maps: https://goo.gl/maps/UDaP489b8NYHsC4r6\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000088,FAQ03-000088 - สระบุรี เมือง,,สระบุรี,"สำหรับสาขาในพื้นที่ เมือง จังหวัด สระบุรีเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาโลตัส สระบุรี ชั้น1**\\n📞 Tel: 036-222-940\\n🗺️ Google Maps: https://goo.gl/maps/59fDCgHASnJ2\\nและ\\n📍 **เจมาร์ท สาขาโรบินสัน สระบุรี ชั้น2**\\n📞 Tel: 036-351-382\\n🗺️ Google Maps: http://goo.gl/maps/4nIO9\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000089,FAQ03-000089 - สุพรรณบุรี เมือง,,สุพรรณบุรี,"สำหรับสาขาในพื้นที่ เมือง จังหวัด สุพรรณบุรีเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาโรบินสัน สุพรรณบุรี ชั้น2**\\n📞 Tel: 035-454 329\\n🗺️ Google Maps: http://goo.gl/maps/gaW0m\\nและ\\n📍 **ซัมซุง สาขาโลตัส สุพรรณบุรี ชั้น1**\\n📞 Tel: 035-523-982\\n🗺️ Google Maps: https://goo.gl/maps/mkb5SCoEb2G2\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000090,FAQ03-000090 - สุราษฎร์ธานี เมือง,,สุราษฎร์ธานี,"สำหรับสาขาในพื้นที่ เมือง จังหวัด สุราษฎร์ธานีเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาบิ๊กซี สุราษฎร์ธานี ชั้น1**\\n📞 Tel: 077-956819\\n🗺️ Google Maps: https://goo.gl/maps/kDeLpArjubYdnX9L9\\nและ\\n📍 **เจมาร์ท สาขาเซ็นทรัล สุราษฎร์ธานี ชั้น2**\\n📞 Tel: 077-956820\\n🗺️ Google Maps: http://goo.gl/maps/Kd9UL\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000091,FAQ03-000091 - อุบลราชธานี เมือง,,อุบลราชธานี,"สำหรับสาขาในพื้นที่ เมือง จังหวัด อุบลราชธานีเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาบิ๊กซี อุบลราชธานี ชั้นG**\\n📞 Tel: 045-317688\\n🗺️ Google Maps: http://goo.gl/maps/zRO37\\nและ\\n📍 **เจมาร์ท สาขาเซ็นทรัล อุบลราชธานี ชั้น2**\\n📞 Tel: 045-422-376\\n🗺️ Google Maps: http://goo.gl/maps/pgA0d\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000092,FAQ03-000092 - กรุงเทพมหานคร เขตบางขุนเทียน,,บางขุนเทียน,"สำหรับสาขาในพื้นที่ เขตบางขุนเทียน จังหวัด กรุงเทพมหานครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท ไอโอที สาขาเซ็นทรัล พระราม 2 ชั้น 2**\\n📞 Tel: 02-043-9161\\n🗺️ Google Maps: https://www.google.co.th/maps/place/เซ็นทรัล+พลาซา+พระราม+2/@13.6629175,100.4352963,17\\n📍 **เจมาร์ท สาขาเซ็นทรัล พระราม 2 ชั้น2**\\n📞 Tel: 02-872-4117\\n🗺️ Google Maps: http://goo.gl/maps/wu3tt\\nและ\\n📍 **เจมาร์ท สาขาเซ็นทรัล พระราม 2 ชั้น2**\\n📞 Tel: 02-872-4117\\n🗺️ Google Maps: http://goo.gl/maps/wu3tt\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000093,FAQ03-000093 - กรุงเทพมหานคร เขตบางเขน,,บางเขน,"สำหรับสาขาในพื้นที่ เขตบางเขน จังหวัด กรุงเทพมหานครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาโลตัส หลักสี่ ชั้น2**\\n📞 Tel: 02-092-4365\\n🗺️ Google Maps: http://goo.gl/maps/NkemD\\n📍 **เจมาร์ท สาขาบิ๊กซี รามอินทรา ชั้น1**\\n📞 Tel: 02-552-8976\\n🗺️ Google Maps: http://goo.gl/maps/JziyA\\nและ\\n📍 **เจมาร์ท สาขาเซ็นทรัล รามอินทรา ชั้น3**\\n📞 Tel: 02-552-8976\\n🗺️ Google Maps: http://goo.gl/maps/eIDka\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000094,FAQ03-000094 - กรุงเทพมหานคร เขตประเวศ,,ประเวศ,"สำหรับสาขาในพื้นที่ เขตประเวศ จังหวัด กรุงเทพมหานครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **ซัมซุง สาขาซีคอน ศรีนครินทร์ ชั้นG**\\n📞 Tel: 02-006-6701\\n🗺️ Google Maps: https://goo.gl/maps/QDoEZYKNtMfXoC8Q9\\n📍 **เจมาร์ท สาขาศรีนครินทร์ ชั้น B1**\\n📞 Tel: 02-138-5770-2\\n🗺️ Google Maps: http://goo.gl/maps/Cylzy\\nและ\\n📍 **ซัมซุง สาขาซีคอน ศรีนครินทร์ ชั้น2**\\n📞 Tel: 02-138-5770-2\\n🗺️ Google Maps: https://www.google.co.th/maps/place/ซีคอนสแควร์/@13.6960258,100.646141,17z\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
FAQ03-000095,FAQ03-000095 - กรุงเทพมหานคร เขตยานนาวา,,ยานนาวา,"สำหรับสาขาในพื้นที่ เขตยานนาวา จังหวัด กรุงเทพมหานครเรามีสาขาที่พร้อมให้บริการดังนี้ค่ะ:\\n\\n📍 **เจมาร์ท สาขาเซ็นทรัล พระราม 3 ชั้น3**\\n📞 Tel: 02-029-0455\\n🗺️ Google Maps: http://goo.gl/maps/gpEhE\\n📍 **ซัมซุง สาขาเซ็นทรัล พระราม 3 ชั้น3**\\n📞 Tel: 02-029-0489\\n🗺️ Google Maps: http://goo.gl/maps/gpEhE\\nและ\\n📍 **หัวเหว่ย สาขาเซ็นทรัล พระราม 3 ชั้น3**\\n📞 Tel: 02-029-0489\\n🗺️ Google Maps: https://maps.app.goo.gl/fJj2j7WK41nRF7df8\n\nสาขาเหล่านี้อยู่ใกล้คุณลูกค้าและพร้อมให้บริการทุกความต้องการด้านมือถือนะคะ\n\nหากต้องการข้อมูลเพิ่มเติม สามารถโทรสอบถามได้เลยค่ะ\\n\\nยินดีให้บริการค่ะ! 💙"""
